Date,Initialprice,Discount
2019-04-14,1.99,70
2019-06-09,1.99,70
2019-07-08,1.99,75
2019-08-04,1.99,70
2019-09-29,1.99,60
2019-10-31,1.99,50
2019-12-02,1.99,60
2020-01-01,1.99,62
2020-01-26,1.99,60
2020-03-29,1.99,50
2020-06-01,1.99,60
2020-07-08,1.99,60
